gene	jh44	jh45	jh46	jh47	jh61	jh62	jh63	jh64
fhuF	932	1334	448	247	1213	1706	336	294
nikR	663	644	113	41	423	564	43	32
ygaP	322	539	68	43	395	363	31	35
stpA	10504	13627	1198	516	10745	9507	488	415
yggS	1990	1213	538	167	1972	1283	232	127
csiR	131	230	130	110	108	178	48	55
ygaU	1723	2923	281	147	730	3197	93	128
yqaE	1245	650	165	53	480	664	61	43
ygaV	105	93	37	18	111	64	27	25
lhgO	57	140	73	77	55	193	35	55
gabD	563	971	111	130	486	1220	60	73
gabT	385	961	161	119	358	1275	57	115
gabP	49	88	83	55	49	92	37	57
yggU	363	365	250	113	299	309	114	68
yqgE	1685	2559	360	246	1539	2001	163	148
yjjZ	8	17	6	5	6	18	6	6
gshB	4497	5677	760	406	3950	5812	324	238
ribC	2938	3048	469	214	2432	2370	175	122
cfa	5963	4852	1605	704	3097	5399	430	560
hyaD	8	12	24	12	10	12	10	7
hyaC	12	3	12	8	10	6	5	7
yhhH	37	12	21	11	15	10	10	6
ydhQ	2850	2309	745	309	1825	2197	247	201
mdtK	570	2371	277	359	736	2786	139	290
tusE	1131	951	245	75	924	642	86	66
yccX	201	420	52	20	172	374	17	22
rlmI	5905	3198	1167	366	5441	3419	462	294
hspQ	1586	1129	890	364	1229	1167	289	299
hyaB	20	15	72	31	40	20	20	16
hyaA	21	11	23	24	12	16	13	20
yccA	12382	10094	2386	794	7933	7204	780	481
ybfP	45	14	29	7	42	13	5	5
pgm	10037	9868	3447	1521	8331	10445	1218	1087
seqA	5499	5494	1231	521	5043	4989	393	373
ybfF	1307	1800	247	173	1014	1550	91	102
ybfE	455	477	191	94	444	441	67	71
fldA	13992	9677	1524	442	12178	10242	583	369
uof	484	302	436	175	240	190	171	176
fur	7766	7351	1801	838	7012	5922	731	737
chiQ	4	13	49	28	7	5	24	18
chiP	27	18	47	22	48	19	80	28
glyQ	14524	15447	4076	1883	16103	18110	1998	1349
yhhJ	304	210	268	88	229	251	68	59
bamC	8325	11871	3587	2990	5028	12205	1202	2141
yhiM	28	25	38	26	35	27	18	16
dapA	9071	15314	2994	2719	5897	14462	903	1680
evgS	655	240	304	94	484	294	120	100
yfdE	48	112	19	17	54	122	13	25
yfdV	6	39	16	35	13	23	18	32
oxc	31	101	28	50	36	112	20	38
frc	42	79	29	25	52	103	8	22
yfdX	19	85	15	19	20	62	5	4
prmB	4750	13532	1078	1148	3811	13521	379	699
smrB	770	2900	250	277	597	2079	104	174
mepA	882	1563	455	441	888	1694	193	319
aroC	1907	5770	1128	1268	1934	5579	418	805
yfcM	335	488	339	215	309	473	144	167
yfcA	413	322	299	203	331	458	106	153
mnmC	1086	843	414	195	767	980	163	154
yfcL	1623	1580	264	91	1261	1898	90	94
yfcJ	193	837	112	185	257	691	54	134
fabB	45285	23458	9001	2110	32632	32022	3076	1926
yiaA	1	5	13	5	11	8	5	7
torI	44	151	59	106	34	116	26	76
yhiN	665	545	341	109	707	442	141	71
ydgD	198	541	131	121	167	427	73	78
ydgU	0	0	0	2	0	0	0	1
asr	62	515	14	28	44	482	7	21
ynfM	60	47	51	36	62	73	23	24
ynfL	121	173	46	36	109	211	11	27
dgsA	356	443	293	168	414	332	182	107
ynfK	855	108	278	41	291	139	128	43
clcB	101	66	76	41	77	107	17	34
yhhM	496	352	183	64	341	289	44	38
yhhL	292	257	81	36	277	196	25	16
mdtJ	57	9	27	12	37	6	13	13
mdtI	38	8	15	5	14	9	6	7
rfaG	1151	760	547	177	901	764	185	180
dsdX	142	2837	110	530	38	921	23	132
yqjH	968	1742	162	114	723	1609	68	73
asnB	2301	3858	592	398	2224	4054	237	260
yrbG	234	250	431	262	250	233	200	162
mlaF	2528	3751	916	586	2358	4230	379	425
mlaE	1636	1562	939	492	1893	1891	377	353
dsdC	233	496	91	72	167	313	28	40
mlaC	6559	12806	1272	788	6422	14671	524	607
mlaB	631	572	612	435	429	706	237	279
yrbA	3513	3283	480	180	3098	2971	166	115
murA	8073	7775	2512	988	7608	6531	1082	659
kgtP	18922	102497	6576	11703	25503	109669	3283	7988
yfiP	1421	700	265	74	1432	787	108	61
yfiQ	986	484	927	228	910	532	459	236
pssA	9250	8712	2733	1325	7358	7533	1058	921
yfiM	80	37	140	38	77	29	70	39
ygiB	4184	3666	810	317	3743	3439	371	206
tolC	24370	23066	4257	1696	20713	23158	1709	1416
ygiD	148	224	53	35	83	193	19	20
ygiC	1984	1265	1242	410	2033	1430	519	312
cpdA	1197	1095	1110	492	1235	1029	473	375
clpB	84381	27698	21163	5501	52559	46725	6586	4963
nudF	1047	1144	281	161	836	965	99	89
yqiB	417	939	340	178	355	798	154	131
gntT	664	515	320	155	2579	593	381	97
qseD	153	143	177	71	130	94	61	48
yhfA	2039	2787	262	140	1310	1930	117	93
ybiI	13	39	16	9	16	45	19	25
pqqL	554	1272	250	220	504	1179	106	128
gadB	10	19	2	2	8	24	1	2
gntR	1656	1207	549	248	1306	1151	190	155
ybiJ	427	379	70	23	269	330	14	18
ddpX	4	36	8	10	8	35	3	10
ddpA	67	161	44	38	65	147	21	24
ddpB	9	10	25	3	15	15	4	9
ddpC	14	11	22	17	20	10	22	18
gadC	27	82	42	30	24	79	14	28
fiu	315	363	143	95	630	589	127	93
dosC	85	167	59	68	62	172	34	37
dosP	91	93	113	67	62	124	46	48
ybiX	52	81	23	5	99	68	6	12
nfuA	15575	16012	2385	897	12331	11614	761	589
gntP	105	84	76	35	224	125	67	30
dinG	415	299	379	154	375	325	152	126
ybiA	59	54	40	21	35	60	27	15
ydfA	13	8	9	2	15	18	2	2
yibI	26	33	247	338	29	45	185	107
yibH	44	59	107	38	49	86	92	63
mtlD	1686	3914	495	469	1412	4627	172	320
mtlA	1103	7986	542	1314	930	7930	210	856
yibT	856	1504	161	66	469	1359	36	52
mtlR	310	482	224	203	264	463	67	136
rplD	70405	67633	31485	13417	106125	70812	19167	7530
rplW	30663	18372	14156	5987	54878	24312	8687	3580
rpsJ	47632	52314	16539	7142	75870	53450	10560	4759
rplC	82045	73407	32588	14096	130424	73251	20280	8422
gspA	12	13	44	21	16	11	28	20
gspB	22	20	32	20	13	21	14	8
gspD	30	17	36	26	43	20	22	21
gspC	8	8	18	9	7	8	4	9
gspF	9	9	49	24	16	6	16	12
gspE	12	13	38	13	16	13	12	10
yhiQ	842	226	586	83	767	401	224	86
gph	2657	2357	1376	468	2179	2631	434	285
ygeY	187	93	88	30	185	74	25	8
ygeX	52	22	39	21	42	25	16	9
yqeA	99	63	83	22	82	45	29	17
hyuA	18	21	35	6	28	22	8	8
xdhC	117	51	92	27	95	58	32	15
xdhB	118	76	57	23	115	63	23	16
ygeW	63	18	21	10	72	27	11	5
ygeV	199	143	175	65	358	142	164	61
yqeC	19	20	38	10	26	13	21	10
yqeB	314	110	113	39	294	139	49	55
rfaS	915	545	337	105	663	365	123	66
yibL	1728	1350	281	92	1563	1120	120	72
cadC	272	133	208	137	275	126	78	100
purN	1852	1458	800	225	1234	1391	267	190
tatB	1401	1118	1335	435	1070	1116	452	310
ytfT	30	34	29	28	24	57	18	21
rfaB	1373	873	556	225	798	645	220	243
prfA	2438	1951	775	317	2378	2124	321	249
yoaJ	250	286	54	30	1	274	0	33
yoaK	207	381	72	48	3	195	0	31
ydaS	16	18	8	3	15	13	4	6
racR	782	863	412	187	444	514	125	142
ydaG	9	4	3	4	10	7	0	2
ydaF	7	3	4	3	3	6	0	5
sieB	101	94	55	32	59	42	19	20
kilR	6	3	1	0	4	6	1	1
ydaE	2	2	3	3	2	1	3	2
racC	4	14	6	3	4	10	0	3
recE	78	78	69	48	105	88	42	53
recT	74	133	41	23	42	108	18	15
tatC	1577	825	1232	338	1374	961	402	247
ytfR	36	83	82	64	57	88	18	21
yjiM	31	48	38	20	66	87	26	21
mcrB	2197	491	390	47	1781	575	157	51
waaU	1322	1099	312	103	1233	910	122	91
uxuA	1159	1622	202	171	1627	1563	132	68
atpF	12798	10720	11371	3357	14951	9901	4770	2196
menA	1242	579	475	148	1412	859	175	121
rraA	4278	4584	1563	855	2529	3709	619	627
yjjN	30	34	37	19	25	35	11	7
fpr	1203	1241	325	133	717	1364	124	106
uspD	750	2241	132	132	421	1568	46	76
yiiS	601	1022	103	92	542	798	50	52
yiiR	276	178	173	127	147	171	63	63
zapB	12872	7728	1606	438	8131	6165	629	390
glpF	5780	7428	1814	1051	10367	8878	1490	758
glpK	48899	31580	8644	3839	74012	48722	5427	2786
tatD	497	341	183	84	440	385	75	63
atpG	15734	9032	11338	3082	18642	10898	5196	2292
atpD	63085	38474	20608	6098	73053	47483	9314	4288
ygiN	3880	5789	730	334	2637	4195	299	236
ychH	444	753	131	84	548	617	220	74
gcvR	960	2085	463	440	639	2034	131	275
yjjU	677	1422	313	196	592	1098	130	137
ychM	1539	843	983	293	1537	1327	409	244
ytjA	478	1409	78	77	336	1594	30	68
glmS	39041	23001	10099	2754	30130	24483	3313	1809
ybjJ	442	407	231	134	412	437	88	91
pstS	2243	4251	586	422	968	2856	82	224
atpC	9591	5853	8074	2561	10044	5734	3746	1948
rfaY	1053	801	332	96	882	691	128	111
ubiH	1690	577	2227	472	1972	749	862	354
rob	4424	3925	1363	588	2788	3555	507	462
parE	6125	4775	1919	767	6518	5083	824	509
glmU	9764	4527	4742	1145	7165	5206	1415	919
npr	442	243	180	77	289	241	92	50
ggt	162	418	97	68	166	473	24	48
soxS	457	882	110	80	360	570	43	55
soxR	193	282	60	31	153	161	18	20
yjcB	137	145	54	28	58	139	10	35
yjcC	71	46	65	30	41	61	31	14
uvrA	3953	3581	1488	577	3246	4291	527	506
ssb	10253	9872	1356	665	8956	12087	653	509
yjcE	747	1045	448	294	710	1052	178	184
yjcF	9	6	40	18	9	4	9	7
rfaZ	1036	506	348	120	976	465	109	83
holD	517	375	518	161	495	397	181	159
yrhB	24	24	16	4	25	12	6	4
rsmC	3941	2323	792	234	3292	2530	324	192
cycA	619	1167	479	387	926	1000	183	237
rimI	789	305	372	123	603	383	130	92
csdA	1540	1168	929	436	1349	1055	396	347
osmY	1797	4058	227	232	1405	4831	110	217
prfC	11014	5265	2896	786	12463	6675	1383	612
kdpF	82	286	24	59	26	279	3	24
murB	2526	1452	679	197	1698	1463	230	186
afuC	13	9	15	8	25	16	9	10
hybO	448	370	189	49	628	445	141	47
mmuP	5	12	10	9	10	4	3	7
ybfA	2974	3973	365	211	2134	3395	191	162
insH-1	0	0	0	0	0	0	0	0
insI-1	0	0	1	0	0	0	0	1
yghW	31	39	14	6	17	33	7	4
fbp	14182	6782	3124	741	9670	8566	1195	678
yjiH	14	17	14	9	14	15	7	10
insB-2	0	0	0	0	0	0	0	0
insA-2	0	0	0	0	0	0	0	0
gpr	1005	1183	184	83	1108	1286	151	63
yqhA	2226	1673	967	326	1742	1604	256	240
ybfC	56	57	23	18	35	44	5	14
yghA	56	196	46	30	25	224	10	27
nikD	57	16	36	18	55	28	28	11
glxK	82	81	48	31	80	103	15	15
ylbA	459	1059	88	86	351	960	43	48
yjfF	54	54	60	32	47	49	23	29
glxR	56	45	17	12	44	38	5	10
ybbW	2	9	11	6	9	6	7	4
allB	62	56	45	25	53	43	26	16
ybbY	12	36	31	16	23	48	12	5
allA	29	42	31	12	36	26	7	16
allR	2686	1753	813	406	1876	1904	326	269
gcl	86	62	53	31	70	87	28	22
hyi	21	30	21	10	19	31	10	5
ymdF	110	156	40	23	59	111	11	20
rutG	31	38	124	99	29	37	62	64
yccJ	213	419	67	51	139	374	21	45
wrbA	1235	1853	178	137	637	2337	109	113
rutD	10	16	18	15	7	15	5	5
rutC	2	8	6	2	4	6	4	4
rutF	28	48	11	5	20	43	6	7
rutE	10	9	10	11	7	10	3	7
ybjC	160	154	196	74	107	144	75	64
nfsA	3166	1985	455	140	2183	2334	179	93
rutB	5	13	8	2	4	12	3	4
rutA	6	12	15	8	8	12	1	11
ybjL	1000	686	564	243	1048	768	197	195
ybjM	43	47	48	16	42	51	13	21
grxA	459	507	74	45	317	408	27	30
nlpE	825	1287	219	129	848	1376	89	96
yaeF	6	7	58	21	10	7	20	19
proS	22941	26808	6993	3245	24453	33177	3413	2407
yaeB	1148	1263	640	426	876	1150	253	307
rcsF	5286	12609	652	526	3810	10693	191	336
metQ	4610	14518	872	990	4203	12843	434	599
metI	264	746	261	296	398	1030	136	206
metN	915	2810	310	400	1188	2721	170	238
gmhB	1674	1785	256	112	1336	1771	137	91
pstB	1958	1011	427	163	1325	1439	156	134
yjdC	774	912	313	125	483	815	80	101
ybaA	6	58	21	21	15	45	11	15
ylaB	169	93	162	81	180	147	75	68
ylaC	1812	3459	319	214	1713	2386	101	144
maa	1438	1725	267	86	1755	1508	125	72
hha	854	788	163	57	865	634	53	52
tomB	55	51	197	105	23	36	70	58
acrB	7632	7170	5527	2625	7850	7058	2307	1589
acrA	7853	9080	2068	935	7317	8999	822	572
acrR	387	420	85	59	304	290	33	32
kefA	3179	2675	1511	636	2700	2800	629	520
hdfR	789	628	207	100	430	617	55	71
yifE	18351	9061	3271	784	16146	6709	1129	590
fliR	475	283	413	100	369	276	141	86
proX	5992	4705	1041	334	5814	2266	426	144
proW	1869	1212	1044	441	1525	577	350	205
proV	3396	3010	1156	640	2495	1222	340	266
nrdF	637	314	188	58	331	344	35	27
nrdE	1010	603	535	216	592	595	131	144
nrdI	229	188	218	128	124	196	52	66
nrdH	1406	2340	152	91	777	1814	34	50
ygaM	562	1174	151	171	320	1204	43	134
ygaC	254	532	47	64	199	345	20	57
alaE	820	2503	234	343	641	2800	103	341
gfcE	208	222	47	28	292	322	48	35
gfcD	82	110	89	48	120	152	57	63
ydiN	6	13	8	6	8	10	3	7
ydiB	23	48	46	34	24	50	11	24
ydiL	6	12	9	9	12	16	6	15
ydiM	148	132	44	33	652	125	30	19
ydiK	990	2066	559	356	910	1932	202	204
yniD	26	58	5	5	14	38	2	5
hyaE	4	12	14	8	9	8	12	9
hyaF	16	10	16	6	6	17	4	5
appC	82	47	79	45	60	67	25	21
appB	60	53	81	47	39	55	39	41
yccB	16	25	20	20	11	41	7	7
appA	136	182	72	41	79	203	23	36
etk	279	280	250	182	374	373	124	138
etp	115	113	32	21	107	149	14	14
nagE	2589	2663	1392	601	4638	3833	1035	534
glnS	16601	8879	3902	1180	18538	11220	1973	1009
nagD	3452	2344	746	313	2990	2585	234	200
hcr	77	84	92	46	90	73	42	36
nagA	1610	2620	651	369	1679	2598	328	234
nagB	2366	1653	400	113	2875	2240	221	105
hcp	60	44	50	15	77	38	40	24
fxsA	1592	859	530	143	752	971	135	133
yfcP	11	18	4	9	8	14	4	10
yfcO	268	561	245	315	168	443	64	169
yfcR	0	4	3	6	2	3	1	5
yfcQ	11	25	16	17	2	20	3	12
emrY	24	43	83	61	25	29	19	36
yfcS	4	9	14	9	5	7	5	9
sixA	2335	9087	824	1304	1396	5618	209	699
yfcV	7	14	13	31	5	27	6	13
fadI	104	1159	71	202	171	808	43	120
fadJ	111	1444	125	354	186	977	81	194
evgA	725	548	166	73	663	542	60	66
emrK	15	28	14	9	14	20	1	13
ybjE	436	682	204	146	495	546	68	80
glgB	1168	2173	937	654	754	2570	306	450
rnpA	2097	1563	4064	1546	2254	1334	1882	1262
dicA	743	1317	334	194	527	686	122	166
aqpZ	116	82	62	53	76	96	25	21
rpmH	33462	38404	5296	2424	43912	29093	2636	1837
relB	1470	4406	195	116	736	2804	52	91
ydfV	1	2	10	4	0	3	4	3
hokD	16	35	181	104	19	45	65	105
relE	333	434	195	149	629	435	115	221
dicC	28	13	0	5	17	13	1	1
flxA	2401	2907	900	778	834	1989	223	621
gfcB	14	7	25	19	11	13	9	27
yidD	1020	487	1627	457	1265	752	799	416
recF	444	372	749	295	606	428	401	269
slmA	2656	1151	1110	243	1474	1131	310	196
yhgF	10627	5022	2468	583	9270	5401	892	454
lptB	3509	2924	1084	464	3134	3369	421	299
rpoN	2502	2591	2220	922	2180	2603	849	696
lptC	1104	889	698	332	1025	885	252	217
lptA	3928	3983	950	393	3481	3891	394	282
yhbJ	4089	3398	1170	458	3091	3129	351	301
ddpF	11	34	27	20	18	21	12	18
hpf	2776	1534	708	286	1679	1309	212	169
ptsN	3016	2444	896	372	2448	2442	289	231
yrbL	2711	6043	1316	1130	2239	3569	474	677
mtgA	200	138	396	154	187	132	131	119
ung	3946	3273	748	283	3053	2687	260	210
yfiD	78213	12567	9476	551	78130	26330	6644	996
eamB	40	88	118	116	34	45	41	61
yfiE	199	402	119	88	199	275	62	45
srmB	7410	8436	1482	1008	8440	8559	780	651
yfiC	690	751	263	184	608	587	90	87
nadB	124	136	111	58	145	125	47	35
rpoE	1850	1892	2574	911	1518	1615	703	675
metC	468	1916	111	138	524	1656	60	94
yghB	643	526	248	134	674	594	125	84
ygiW	676	787	89	45	439	1180	34	50
trxC	2775	3418	394	272	2412	2596	122	210
yfiF	11097	11859	2359	949	10264	11082	1016	681
mnmE	2091	1069	1016	281	1608	1326	370	206
ompR	6820	7949	1161	459	5476	7263	407	311
qseB	80	66	20	11	73	46	9	10
yrfF	1297	1249	926	328	984	1051	316	313
cadB	12	8	38	37	13	8	26	23
yrfG	1280	846	773	176	1488	1029	289	184
yobH	319	305	68	37	237	200	22	28
greB	564	400	151	53	452	324	46	41
hslR	1190	498	789	169	1046	745	265	174
ybjG	1413	1321	478	234	1036	1578	149	236
ddpD	19	34	26	24	20	22	8	10
bdm	20	70	4	6	16	45	4	8
osmC	1379	5202	221	232	574	4057	49	158
maeA	10145	3947	2418	480	9901	6016	1039	492
sra	982	9408	73	212	389	6615	26	135
yddM	211	354	56	73	149	304	27	40
adhP	195	256	70	45	142	255	37	26
fdnH	221	140	127	38	527	164	188	38
fdnI	87	96	97	62	199	99	100	47
